Class,Filename,CrossComp-ID,Composer,Performer,Album,Artist_filter_no,Instrumentation
01_bach,CrossComp-0012_01_bach_ouverture_no._2_in_b_minor_bwv_1067__polonaise_double.mp3,CrossComp-0012,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0013_01_bach_ouverture_no._2_in_b_minor_bwv_1067__rondeau.mp3,CrossComp-0013,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0014_01_bach_ouverture_no._2_in_b_minor_bwv_1067__sarabande.mp3,CrossComp-0014,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0015_01_bach_ouverture_no._3_in_d_major_bwv_1068__air.mp3,CrossComp-0015,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0016_01_bach_ouverture_no._3_in_d_major_bwv_1068__boure.mp3,CrossComp-0016,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0017_01_bach_ouverture_no._3_in_d_major_bwv_1068__gavotte_iii.mp3,CrossComp-0017,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0018_01_bach_ouverture_no._3_in_d_major_bwv_1068__gigue.mp3,CrossComp-0018,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0019_01_bach_ouverture_no._3_in_d_major_bwv_1068__ouverture.mp3,CrossComp-0019,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0020_01_bach_ouverture_no._4_in_d_major_bwv_1069__boure_iii.mp3,CrossComp-0020,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0021_01_bach_ouverture_no._4_in_d_major_bwv_1069__gavotte.mp3,CrossComp-0021,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0022_01_bach_ouverture_no._4_in_d_major_bwv_1069__menuet_iii.mp3,CrossComp-0022,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0023_01_bach_ouverture_no._4_in_d_major_bwv_1069__ouverture.mp3,CrossComp-0023,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0024_01_bach_ouverture_no._4_in_d_major_bwv_1069__rejouissance.mp3,CrossComp-0024,Bach; Johann Sebastian,Cologne Chamber Orchestra; Muller-Bruhl,BACH; J.S.: Orchestral Suites Nos. 1-4; BWV 1066-1069,1,orchestra
01_bach,CrossComp-0025_01_bach_piano_concerto_in_d_minor_bwv_1052_1_allegro_non_troppo_ed_energico.mp3,CrossComp-0025,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 1 BWV 1052-1054,2,piano; orchestra
01_bach,CrossComp-0026_01_bach_piano_concerto_in_d_minor_bwv_1052_2_adagio.mp3,CrossComp-0026,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 1 BWV 1052-1054,2,piano; orchestra
01_bach,CrossComp-0027_01_bach_piano_concerto_in_d_minor_bwv_1052_3_allegro.mp3,CrossComp-0027,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 1 BWV 1052-1054,2,piano; orchestra
01_bach,CrossComp-0028_01_bach_piano_concerto_in_e_major_bwv_1053_1_allegro.mp3,CrossComp-0028,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 1 BWV 1052-1054,2,piano; orchestra
01_bach,CrossComp-0029_01_bach_piano_concerto_in_e_major_bwv_1053_2_siciliano.mp3,CrossComp-0029,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 1 BWV 1052-1054,2,piano; orchestra
01_bach,CrossComp-0030_01_bach_piano_concerto_in_e_major_bwv_1053_3_allegro.mp3,CrossComp-0030,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 1 BWV 1052-1054,2,piano; orchestra
01_bach,CrossComp-0031_01_bach_piano_concerto_in_d_major_bwv_1054_1_allegro.mp3,CrossComp-0031,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 1 BWV 1052-1054,2,piano; orchestra
01_bach,CrossComp-0032_01_bach_piano_concerto_in_d_major_bwv_1054_2_adagio_e_sempre_piano.mp3,CrossComp-0032,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 1 BWV 1052-1054,2,piano; orchestra
01_bach,CrossComp-0033_01_bach_piano_concerto_in_d_major_bwv_1054_3_allegro.mp3,CrossComp-0033,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 1 BWV 1052-1054,2,piano; orchestra
01_bach,CrossComp-0034_01_bach_piano_concerto_in_a_major_bwv_1055_1_allegro_moderato.mp3,CrossComp-0034,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0035_01_bach_piano_concerto_in_a_major_bwv_1055_2_larghetto.mp3,CrossComp-0035,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0036_01_bach_piano_concerto_in_a_major_bwv_1055_3_allegro_ma_non_tanto.mp3,CrossComp-0036,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0037_01_bach_piano_concerto_in_f_minor_bwv_1056_1_allegro_moderato.mp3,CrossComp-0037,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0038_01_bach_piano_concerto_in_f_minor_bwv_1056_2_largo.mp3,CrossComp-0038,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0039_01_bach_piano_concerto_in_f_minor_bwv_1056_3_presto.mp3,CrossComp-0039,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0040_01_bach_piano_concerto_in_f_major_bwv_1057_1_allegro.mp3,CrossComp-0040,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0041_01_bach_piano_concerto_in_f_major_bwv_1057_2_andante.mp3,CrossComp-0041,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0042_01_bach_piano_concerto_in_f_major_bwv_1057_3_allegro_assai.mp3,CrossComp-0042,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0043_01_bach_piano_concerto_in_g_minor_bwv_1058_1_allegro_moderato.mp3,CrossComp-0043,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0044_01_bach_piano_concerto_in_g_minor_bwv_1058_2_andante.mp3,CrossComp-0044,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0045_01_bach_piano_concerto_in_g_minor_bwv_1058_3_allegro_assai.mp3,CrossComp-0045,Bach; Johann Sebastian,Camerata Cassovia; Standovsky; Chang,BACH; J.S.: Piano Concertos; Vol. 2 BWV 1055-1058,2,piano; orchestra
01_bach,CrossComp-0046_01_bach_1_bwv_870_in_cmaj.mp3,CrossComp-0046,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0047_01_bach_2_bwv_871_in_cmin.mp3,CrossComp-0047,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0048_01_bach_3_bwv_872_in_cmaj.mp3,CrossComp-0048,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0049_01_bach_4_bwv_873_in_cmin.mp3,CrossComp-0049,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0050_01_bach_5_bwv_874_in_dmaj.mp3,CrossComp-0050,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0051_01_bach_6_bwv_875_in_dmin.mp3,CrossComp-0051,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0052_01_bach_7_bwv_876_in_ebmaj.mp3,CrossComp-0052,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0053_01_bach_8_bwv_877_in_ebmin.mp3,CrossComp-0053,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0054_01_bach_9_bwv_878_in_emaj.mp3,CrossComp-0054,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0055_01_bach_10_bwv_879_in_emin.mp3,CrossComp-0055,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0056_01_bach_11_bwv_880_in_fmaj.mp3,CrossComp-0056,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0057_01_bach_12_bwv_881_in_fmin.mp3,CrossComp-0057,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0058_01_bach_13_bwv_882_in_fmaj.mp3,CrossComp-0058,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0059_01_bach_14_bwv_883_in_fmin.mp3,CrossComp-0059,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0060_01_bach_15_bwv_884_in_gmaj.mp3,CrossComp-0060,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0061_01_bach_16_bwv_885_in_gmin.mp3,CrossComp-0061,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0062_01_bach_17_bwv_886_in_abmaj.mp3,CrossComp-0062,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0063_01_bach_18_bwv_887_in_abmin.mp3,CrossComp-0063,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0064_01_bach_19_bwv_888_in_amaj.mp3,CrossComp-0064,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0065_01_bach_20_bwv_889_in_amin.mp3,CrossComp-0065,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0066_01_bach_21_bwv_890_in_bbmaj.mp3,CrossComp-0066,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0067_01_bach_22_bwv_891_in_bbmin.mp3,CrossComp-0067,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0068_01_bach_23_bwv_892_in_bmaj.mp3,CrossComp-0068,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0069_01_bach_24_bwv_893_in_bmin.mp3,CrossComp-0069,Bach; Johann Sebastian,Jando,BACH; J.S.: Well-Tempered Clavier (The); Book 2,3,piano
01_bach,CrossComp-0070_01_bach_trio_cmoll_bwv_585.mp3,CrossComp-0070,Bach; Johann Sebastian,Ruebsam,BACH; J.S.: Organ Transcriptions,4,organ
01_bach,CrossComp-0071_01_bach_trio_gdur_bwv_586.mp3,CrossComp-0071,Bach; Johann Sebastian,Ruebsam,BACH; J.S.: Organ Transcriptions,4,organ
01_bach,CrossComp-0072_01_bach_aria_fdur_bwv_587.mp3,CrossComp-0072,Bach; Johann Sebastian,Ruebsam,BACH; J.S.: Organ Transcriptions,4,organ
01_bach,CrossComp-0073_01_bach_concerto_gdur_bwv_592.mp3,CrossComp-0073,Bach; Johann Sebastian,Ruebsam,BACH; J.S.: Organ Transcriptions,4,organ
01_bach,CrossComp-0074_01_bach_concerto_amoll_bwv_593.mp3,CrossComp-0074,Bach; Johann Sebastian,Ruebsam,BACH; J.S.: Organ Transcriptions,4,organ
01_bach,CrossComp-0075_01_bach_concerto_cdur_bwv_594.mp3,CrossComp-0075,Bach; Johann Sebastian,Ruebsam,BACH; J.S.: Organ Transcriptions,4,organ
01_bach,CrossComp-0076_01_bach_concerto_cdur_bwv_595.mp3,CrossComp-0076,Bach; Johann Sebastian,Ruebsam,BACH; J.S.: Organ Transcriptions,4,organ
01_bach,CrossComp-0077_01_bach_concerto_dmoll_bwv_596.mp3,CrossComp-0077,Bach; Johann Sebastian,Ruebsam,BACH; J.S.: Organ Transcriptions,4,organ
01_bach,CrossComp-0078_01_bach_concerto_esdur_bwv_597.mp3,CrossComp-0078,Bach; Johann Sebastian,Ruebsam,BACH; J.S.: Organ Transcriptions,4,organ
01_bach,CrossComp-0079_01_bach_schwingt_freudig_euch_emporschwingt_freudig_euch_empor.mp3,CrossComp-0079,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0080_01_bach_schwingt_freudig_euch_emporaria_die_liebe_zieht_mit_sanften_schritten.mp3,CrossComp-0080,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0081_01_bach_schwingt_freudig_euch_emporaria_sei_mir_willkommen_werter_schatz.mp3,CrossComp-0081,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0082_01_bach_schwingt_freudig_euch_emporaria_auch_mit_gedmpften_schwachen_stimmen.mp3,CrossComp-0082,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0083_01_bach_schwingt_freudig_euch_emporchoral_wie_bin_ich_doch_so_herzlich_froh.mp3,CrossComp-0083,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0084_01_bach_bereitet_die_wege_bereitet_die_bahnchoral_ertdt_uns_durch_deine_gte.mp3,CrossComp-0084,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0085_01_bach_bereitet_die_wege_bereitet_die_bahnrecitativo_ich_will_mein_gott.mp3,CrossComp-0085,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0086_01_bach_bereitet_die_wege_bereitet_die_bahnaria_bereitet_die_wege_bereitet_die_bahn.mp3,CrossComp-0086,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0087_01_bach_bereitet_die_wege_bereitet_die_bahnaria_wer_bist_du.mp3,CrossComp-0087,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0088_01_bach_bereitet_die_wege_bereitet_die_bahnrecitativo_willst_du_dich_gottes_kind.mp3,CrossComp-0088,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0089_01_bach_bereitet_die_wege_bereitet_die_bahnaria_christi_glieder_ach_bedenket.mp3,CrossComp-0089,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0090_01_bach_nun_komm_der_heiden_heilandrecitativo_siehe_ich_stehe_vor_der_tr.mp3,CrossComp-0090,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0091_01_bach_nun_komm_der_heiden_heilandaria_ffne_dich_mein_ganzzes_herze.mp3,CrossComp-0091,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0092_01_bach_nun_komm_der_heiden_heilandoverture.mp3,CrossComp-0092,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0093_01_bach_nun_komm_der_heiden_heilandaria_komm_jesu_komm.mp3,CrossComp-0093,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0094_01_bach_nun_komm_der_heiden_heilandamen_komm_du_schne_freudenkrone.mp3,CrossComp-0094,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0095_01_bach_nun_komm_der_heiden_heilandrecitativo_der_heiland_ist_gekommen.mp3,CrossComp-0095,Bach; Johann Sebastian,Aradia Ensemble; Mallon; Dawes,BACH; J.S.: Christmas Cantatas,5,choral; organ; ensemble
01_bach,CrossComp-0096_01_bach_instrumentalsuite_nun_komm_der_heiden_heilandchoral_trio_und_quartett.mp3,CrossComp-0096,Bach; Johann Sebastian,Aradia Ensemble; Mallon,BACH; J.S.: Christmas Cantatas,5,ensemble
01_bach,CrossComp-0097_01_bach_j.s._bach_bmv_998_prelude.mp3,CrossComp-0097,Bach; Johann Sebastian,Gallagher,Guitar Recital: Kevin Gallagher,6,guitar
01_bach,CrossComp-0098_01_bach_j.s._bach_bmv_998_fugue.mp3,CrossComp-0098,Bach; Johann Sebastian,Gallagher,Guitar Recital: Kevin Gallagher,6,guitar
01_bach,CrossComp-0099_01_bach_j.s._bach_bmv_998_allegro.mp3,CrossComp-0099,Bach; Johann Sebastian,Gallagher,Guitar Recital: Kevin Gallagher,6,guitar
01_bach,CrossComp-0100_01_bach_bach__sonata_for_flute_and_coninuo_in_e_minor.mp3,CrossComp-0100,Bach; Johann Sebastian,Kostelnik,Guitar Recital: Steve Kostelnik,7,guitar
02_beethoven,CrossComp-0101_02_beethoven_adagio_cantabile.mp3,CrossComp-0101,Beethoven; Ludwig van,Demmler; Grabinger; Tillier,BEETHOVEN / RIES: Clarinet Trios,8,clarinet; piano; cello
02_beethoven,CrossComp-0102_02_beethoven_andante_con_moto_alla_marcia__presto.mp3,CrossComp-0102,Beethoven; Ludwig van,Demmler; Grabinger; Tillier,BEETHOVEN / RIES: Clarinet Trios,8,clarinet; piano; cello
02_beethoven,CrossComp-0103_02_beethoven_andante_con_variazioni.mp3,CrossComp-0103,Beethoven; Ludwig van,Demmler; Grabinger; Tillier,BEETHOVEN / RIES: Clarinet Trios,8,clarinet; piano; cello
02_beethoven,CrossComp-0104_02_beethoven_scherzo_allegro_molto_e_vivace.mp3,CrossComp-0104,Beethoven; Ludwig van,Demmler; Grabinger; Tillier,BEETHOVEN / RIES: Clarinet Trios,8,clarinet; piano; cello
02_beethoven,CrossComp-0105_02_beethoven_tempi_di_menuetto.mp3,CrossComp-0105,Beethoven; Ludwig van,Demmler; Grabinger; Tillier,BEETHOVEN / RIES: Clarinet Trios,8,clarinet; piano; cello
02_beethoven,CrossComp-0106_02_beethoven_adagio__allegro_con_brio.mp3,CrossComp-0106,Beethoven; Ludwig van,Demmler; Grabinger; Tillier,BEETHOVEN / RIES: Clarinet Trios,8,clarinet; piano; cello
02_beethoven,CrossComp-0107_02_beethoven_adagio_ma_non_troppo_e_molto_cantabile.mp3,CrossComp-0107,Beethoven; Ludwig van,Kodaly Quartet,BEETHOVEN; L. van: String Quartets; Vol. 6,9,ensemble; quartet
02_beethoven,CrossComp-0108_02_beethoven_menuetto_grazioso.mp3,CrossComp-0108,Beethoven; Ludwig van,Kodaly Quartet,BEETHOVEN; L. van: String Quartets; Vol. 6,9,ensemble; quartet
02_beethoven,CrossComp-0109_02_beethoven_allegro_molto.mp3,CrossComp-0109,Beethoven; Ludwig van,Kodaly Quartet,BEETHOVEN; L. van: String Quartets; Vol. 6,9,ensemble; quartet
02_beethoven,CrossComp-0110_02_beethoven_maestoso__allegro_teneramente.mp3,CrossComp-0110,Beethoven; Ludwig van,Kodaly Quartet,BEETHOVEN; L. van: String Quartets; Vol. 6,9,ensemble; quartet
02_beethoven,CrossComp-0111_02_beethoven_introduzione_andante_con_moto__allegro_vivace.mp3,CrossComp-0111,Beethoven; Ludwig van,Kodaly Quartet,BEETHOVEN; L. van: String Quartets; Vol. 6,9,ensemble; quartet
02_beethoven,CrossComp-0112_02_beethoven_andante_con_moto_quasi_allegretto.mp3,CrossComp-0112,Beethoven; Ludwig van,Kodaly Quartet,BEETHOVEN; L. van: String Quartets; Vol. 6,9,ensemble; quartet
02_beethoven,CrossComp-0113_02_beethoven_scherzando_vivace.mp3,CrossComp-0113,Beethoven; Ludwig van,Kodaly Quartet,BEETHOVEN; L. van: String Quartets; Vol. 6,9,ensemble; quartet
02_beethoven,CrossComp-0114_02_beethoven_finale_alla_breve.mp3,CrossComp-0114,Beethoven; Ludwig van,Kodaly Quartet,BEETHOVEN; L. van: String Quartets; Vol. 6,9,ensemble; quartet
02_beethoven,CrossComp-0115_02_beethoven_string_quarter_in_f_major_op._18_no._1__2__adagio_affettuoso_ed_appasionato.mp3,CrossComp-0115,Beethoven; Ludwig van,Kodaly Quartet,BEETHOVEN; L. van: String Quartets; Vol. 1,9,ensemble; quartet
